GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,Tier,ROUND,PICK,TEAM,POSITION1,POSITION2,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,PITCHES_TOTAL,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,GROUNDOUTS,FLYOUTS,STRIKE_BALL_PERCENTAGE,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,SWING_FOURTH,SWING_MISS_FOURTH,CHASE_FOURTH,HARD_FOURTH,PRESENT_FASTBALL_GRADE_20_80,PRESENT_CURVE_GRADE_20_80,PRESENT_SLIDER_GRADE_20_80,PRESENT_CHANGE_GRADE_20_80,PRESENT_OTHER_GRADE_20_80,PRESENT_CONTROL_GRADE_20_80,FUTURE_FASTBALL_GRADE_20_80,FUTURE_CURVE_GRADE_20_80,FUTURE_SLIDER_GRADE_20_80,FUTURE_CHANGE_GRADE_20_80,FUTURE_OTHER_GRADE_20_80,FUTURE_CONTROL_GRADE_20_80,FB_PITCH_TYPE,BB_PITCH_TYPE,THIRD_PITCH_TYPE,FOURTH_PITCH_TYPE,COMMENTS,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,AVG Grade
03/08/2018,Heuer,Codi,"Heuer, Codi",Y,2,6,168,White Sox,P,,Jr.,Andrew Stockmann,Wichita State University,American Athletic Conference,76,195,R,R,University of Texas at Arlington,Sun Belt Conference,University of Texas at Arlington_AT_Wichita State University_03/09/2018,6,,5,3,0,2,9,4,66.7,1,2,2,88,96,36,7,1,1,79,84,13,6,4,1,83,87,4,1,1,1,,,,,,,60,,45,35,,45,65,,55,40,,50,,,,,,746,65,17,2983,42
05/04/2018,Heuer,Codi,"Heuer, Codi",Y,2,6,168,White Sox,P,,Jr.,Andrew Stockmann,Wichita State University,American Athletic Conference,76,195,R,R,University of Cincinnati,American Athletic Conference,University of Cincinnati_AT_Wichita State University_05/04/2018,3.33,77,5,3,0,2,2,200.00%,52.0,2,2,1,87,94,13,2,0,1,76,80,3,0,0,0,81,84,3,0,1,0,83,85,3,2,1,0,50,30,45,30,,40,60,35,55,35,20,50,4-Seam,Curveball,Slider,Changeup,,746,65,17,2983,45
05/09/2018,Heuer,Codi,"Heuer, Codi",Y,2,6,168,White Sox,P,,Jr.,Andrew Stockmann,Wichita State University,American Athletic Conference,76,195,R,R,Wichita State University,American Athletic Conference,South Dakota State University_AT_Wichita State University_05/09/2018,1,13,0,0,0,0,0,1,84.6,0,0,0,94,96,3,1,0,0,81,84,3,2,1,0,,,,,,,,,,,,,65,,50,,,50,65,,55,20,20,55,4-Seam,Slider,,,"Usually the Friday night starter but relieved for an inning in this game, sat around 95 mph, large strong body with a little room for growth, needs to develop a third pitch, would be a very effective reliever but also has starter potential due to ""out pitch"" as a slider",746,12,109,4296,42
04/20/2018,Gonzalez,Edgar,"Gonzalez, Edgar",Y,2,6,183,Cardinals,P,,Jr.,"McCann, Ruairi","California State University, Fresno",Mountain West,73,200,R,R,San Diego State University,Mountain West,"California State University, Fresno_AT_San Diego State University_04/21/2018",5,,4,2,1,4,8,4,61.2,1,1,2,86,93,32,5,4,2,81,84,10,5,0,0,78,83,1,1,1,0,78,82,2,1,0,1,40,30,35,30,,35,60,40,45,40,,45,,,,,,2049,723,5,3567,38
04/20/2018,Gonzalez,Edgar,"Gonzalez, Edgar",Y,2,6,183,Cardinals,P,,Jr.,Scott Naughton,California State University Fresno,Mountian West,73,200,R,R,San Diego State University,Mountain West,California State University Fresno_AT_San Diego State University_04/21/2018,5,,4,2,1,4,8,4,61,2,1,1,88,93,31,4,4,3,81,84,13,6,6,2,79,80,2,1,1,0,,,,,,,55,30,45,,,40,60,35,50,,,45,,,,,,2049,394,5,3567,46
04/22/2018,Karp,Andrew,"Karp, Andrew",Y,2,6,191,Nationals,P,,RS-Jr.,Gerry Leung,Florida State University,Colonial Athletic Association,74,225,R,R,Boston College,Colonial Athletic Association,Florida State University_AT_Boston College_04/22/2018,6,97,6,1,1,4,2,8,63.92,4,1,1,86,93,22,2,0,3,76,82,19,9,9,0,79,82,2,1,1,0,,,,,,,50,,50,45,,50,60,,60,55,,60,2-Seam,Slider,Changeup,,,2013,19,24,7976,48
04/21/2018,Wilson,Brooks,"Wilson, Brooks",Y,2,7,202,Braves,P,1B,Sr.,Joe Barbella,Stetson University,Atlantic Sun Conference,75,209,R,L,New Jersey Institute of Technology,Atlantic Sun Conference,Stetson University_AT_New Jersey Institute of Technology_04/21/2018,2.67,31,1,0,0,0,1,6,70,1,0,0,89,94,11,3,1,0,73,78,6,3,1,0,80,80,1,0,0,1,,,,,,,50,45,,40,,50,60,50,,45,,55,4-Seam,Curveball,Changeup,,,1415,55,80,8708,45
05/05/2018,Cerny,Charlie,"Cerny, Charlie",Y,2,7,203,Athletics,P,,Jr.,Michael_Cuva,University of Illinois at Chicago,Horizon League,77,230,R,L,Wright State University ,Horizon League,University of Illinois at Chicago_AT_Wright State University_05/05/2018,5,95,4,4,1,5,8,400.00%,52.6,1,1,2,87,92,23,2,0,0,75,79,2,0,0,1,71,79,5,0,0,0,79,80,2,2,2,0,50,40,50,45,,35,55,45,55,50,,50,2-Seam,Curveball,Changeup,Slider,,1422,226,30,8758,48
03/23/2018,Cerny,Charlie,"Cerny, Charlie",Y,2,7,203,Athletics,P,,Jr.,Robert_Frey,University of Illinois at Chicago,Horizon League,77,230,R,R,Oakland University,Horizon League,Oakland University_AT_University of Illinois at Chicago,1.33,,0,0,0,0,0,0,83.30%,0,0,0,90,93,7,1,1,2,83,83,2,,,,,,,,,,,,,,,,50,,45,,,65,60,,50,,,70,,,,,,1422,501,46,2065,45
04/26/2018,Ryan,Joe,"Ryan, Joe",Y,2,7,210,Rays,RHS,,So.,Russ Morgan,"Cal State University, Stanislaus",Californa Collegiate Athletic Association,74,220,R,R,Cal State Dominguez Hills,California Collegiate Athletic Association,"Cal State University, Stanislaus _AT_ Cal State Domingues Hills 04/27/2108",6,90,9,8,0,0,3,8,75,0,4,4,87,93,25,0,0,5,71,75,9,1,1,2,76,80,7,1,0,1,,,,,,,40,40,,40,,35,45,40,,40,,40,2_Seam,Curveball,CH,,,2682,566,9,475,44
05/07/2018,Wantz,Andrew,"Wantz, Andrew",Y,2,7,211,Angels,P,,Sr.,Keith Spalding,The University of North Carolina at Greensboro,Southern Conference,76,240,R,,Mercer University,Southern Conference,Mercer University_AT_The University of North Carolina at Greensboro_05/07/2018,2,31,2,0,0,0,2,0,67.7,1,1,0,88,93,6,2,0,0,77,77,2,2,1,0,81,85,7,2,0,0,,,,,,,50,45,50,,,55,55,45,55,,,55,2-Seam,Curveball,Slider,,,2949,613,6,8575,46
05/23/2018,Gray,Tyler,"Gray, Tyler",Y,2,7,212,Royals,P,,Sr.,Ketzy Garcia,University of Central Arkansas,Southland Conference,74,180,R,R,Houston Baptist University,Southland Conference,University of Central Arkansas_AT_Houston Baptist University_05/23/2018,5,82,7,8,0,3,2,10,61.0,1,1,5,,,14,1,0,3,,,21,4,4,4,,,,,,,,,,,,,45,40,,,,40,60,50,,,,50,2-Seam,Curveball,,,Gray has done better prior to this and the team defense he had that day was not the best. The pocket radar and stadium radar were not giving accurate readings. (They were both reading in either the 20's or 100's+ for this day),2380,635,45,8788,44
02/16/2018,Gray,Tyler,"Gray, Tyler",Y,2,7,212,Royals,P,,Sr.,Peyton Traywick,University of Central Arkansas,Southland,74,180,R,R,Northen Illnois University,Mid-America Conference,Northern Illinois University_at_University Of Central Arkansas,6,,5,2,1,3,4,6,0,2,1,2,85,90,32,9,2,2,81,84,6,2,2,,77,81,2,,,,,,,,,,45,,45,40,,50,55,,50,55,,55,,,,,,2380,5,39,,41
04/14/2018,Quezada,Andrew,"Quezada, Andrew",Y,2,7,216,Rockies,P,,Jr.,"McCann, Ruairi","California State University, Fullerton",Big West,73,180,R,L,San Diego State University,Mountain West,"California State University, Fullerton_AT_San Diego State University_04/15/2018",2,39,7,8,0,3,1,2,66.7,3,1,3,90,95,17,2,0,4,84,84,0,0,0,0,82,85,3,0,0,2,,,,,,,50,,30,30,,40,70,,45,45,,50,,,,,,1880,269,105,3335,39
05/03/2018,Bies,Daniel,"Bies, Daniel",Y,2,7,217,Yankees,P,,RS-Jr.,"McCann, Ruairi",Gonzaga University,West Coast,80,245,R,R,University of San Diego,West Coast,Gonzaga University_AT_University of San Diego_05/04/2018,7,113,10,2,0,3,4,1000.00%,68.1,4,1,5,87,94,30,2,0,10,80,81,15,5,4,2,70,78,11,2,1,1,,,,,,,50,30,40,,,40,70,45,60,,,50,4-Seam,Slider,Curveball,,,2199,1262,72,4116,46
04/13/2018,Morris,Cody,"Morris, Cody",Y,2,7,223,Indians,P,,So.,Maddox Steward,University of South Carolina,SEC,77,222,R,R,University of Arkansas,SEC,University of South Carolina_AT_University of Arkansas_4/14/18,5,78,3,1,1,2,2,9,63,1,1,1,89,95,14,3,0,0,,,,,,,77,84,20,6,2,0,,,,,,,50,,,60,,50,55,,,60,,55,4-Seam,,Changeup,,,1903,7,90,3298,53
04/13/2018,Morris,Cody,"Morris, Cody",Y,2,7,223,Indians,P,,So.,Maddox Steward,University of South Carolina,SEC,77,222,R,R,University of Arkansas,SEC,University of South Carolina_AT_University of Arkansas_4/14/18,5,78,3,1,1,2,2,9,63,1,1,1,89,95,14,3,0,0,,,,,,,77,84,20,6,2,0,,,,,,,50,,,60,,50,55,,,60,,55,4-Seam,,Changeup,,,1903,7,90,3298,54
02/18/2018,Bates,Solomon,"Bates, Solomon",Y,2,8,226,Giants,P,,Jr.,Andrew Pop,University of Southern California,Pac2,73,210,R,,Utah Valley University,WAC,Utah Valley University_at_University of Southern California,2.3,,3,1,0,0,0,4,60,1,2,0,91,94,12,2,1,6,70,76,2,1,2,0,,,,,,,,,,,,,60,50,,,,55,70,65,,,,65,,,,,,366,301,89,,49
04/28/2018,Bates,Solomon,"Bates, Solomon",Y,2,8,226,Giants,P,,Jr.,Meagan Riordan,University of Southern California,Pac 12,74,210,R,R,University of Oregon,Pac 12,University of Southern California_AT_University of Oregon,6,77,4,1,0,0,4,8,62,2,1,1,85,92,22,7,1,8,83,85,5,1,4,0,72,75,2,0,1,0,,,,,,,50,40,45,,,45,50,40,45,,,50,4-seam,Slider,curveball,,,366,238,54,389,45
03/10/2018,Pidich,Matt,"Pidich, Matt",Y,2,8,229,Reds,P,,RS Sr.,Kyle Bishop,University of Pittsburgh,Atlantic Coast Conference,75,225,R,R,Virginia Tech,Atlantic Coast Conference,University of Pittsburgh_AT_Virginia Tech_03/10/2018,5,,7,1,1,1,9,2,66.32,3,1,3,86,90,28,3,5,10,78,80,8,3,5,1,79,81,3,1,1,0,,,,,,,45,45,,40,,50,45,50,,45,,50,,,,,,818,675,11,7448,42
03/24/2018,Pidich,Matt,"Pidich, Matt",Y,2,8,229,Reds,P,,RS-Sr.,Scott Moore,University of Pittsburgh,Atlantic Coast Conference,75,225,R,R,Duke University,Atlantic Coast Conference,Duke University_AT_University of Pittsburgh_03/24/2018,6.1,,5,4,0,1,6,8,59.20%,3,1,1,87,91,39,3,4,9,76,79,3,2,2,0,79,82,5,2,1,0,83,86,3,3,1,0,45,30,,40,45,35,50,40,,50,55,45,,,,,,818,1758,104,7713,42
03/16/2018,Wilson,Steven,"Wilson, Steven",Y,2,8,231,Padres,P,,RS-Sr.,"McCann, Ruairi",Santa Clara University,West Coast,76,215,R,R,University of San Diego,West Coast,Santa Clara University_AT_University of San Diego_03/16/2018,4,,5,2,0,2,5,2,59.4,0,3,2,84,94,17,4,2,3,77,83,5,1,2,1,,,,,,,,,,,,,50,,50,,,40,65,,60,,,50,,,,,,1350,144,29,1644,49
05/11/2018,Murray,Joey,"Murray, Joey",Y,2,8,236,Blue Jays,P,,Jr.,Brendan_Cach,Kent State University,Mid-American Conference,74,185,R,R,Eastern Michigan,Mid-American Conference,Eastern Michigan_AT_Kent State University_05/11/2018,6,96,4,4,0,1,2,9,63.5,1,2,1,86,92,22,4,7,1,70,75,11,4,6,0,77,81,6,3,4,1,82,83,3,0,1,0,55,60,50,30,,60,65,60,55,40,,65,4-seam,Curveball,Slider,Changeup,,1791,276,128,8766,50
04/27/2018,Murray,Joey,"Murray, Joey",Y,2,8,236,Blue Jays,P,,Jr.,Corbin_Niese,Kent State University,Mid-American Conference,74,185,R,R,University of Toledo,Mid-American Conference,Kent State University_AT_University of Toledo_04/27/2018,7.33,107,1,0,0,5,4,9,59.81,1,0,0,86,91,31,21,0,2,69,72,0,0,0,0,76,82,7,4,0,0,81,82,3,2,0,0,45,45,55,55,,40,60,60,65,65,,60,4-Seam,Curveball,Slider,Changeup,Good looking pitcher with above average stuff on all 4 pitches. Good heavy fastball with good arm action on his off speed stuff. Very projectable,1791,96,17,711,47
04/07/2018,Murray,Joey,"Murray, Joey",Y,2,8,236,Blue Jays,P,,Jr.,Theo_Mackie,Kent State University,Mid American Conference,74,185,R,R,Central Michigan University,Mid American Conference,Kent State University_AT_Central Michigan University_04/07/2018,6,,4,0,1,1,4,3,63.8,2,1,1,83,89,32,9,3,1,68,78,3,0,0,0,,,,,,,,,,,,,40,50,55,,,40,50,55,60,,,50,,,,,,1791,392,79,6986,51
03/24/2018,Gerber,Joey,"Gerber, Joey",Y,2,8,238,Mariners,P,,Jr.,Hugo_Belisario,University of Illinois Urbana-Champaign,Big 10,76,215,R,R,Northwestern University,Big 10,University of Illinois Urbana-Champaign_AT_Northwestern University,1,,0,0,0,0,0,1,70%,0,0,0,91,94,3,2,0,0,81,81,0,0,0,0,,,,,,,,,,,,,60,55,,,,55,70,60,,,,60,,,,,,1465,111,80,2157,53
05/25/2018,Smith,Tyler,"Smith, Tyler",Y,2,8,241,Angels,P,,Sr.,Joe Barbella,Canisius College,Metro Atlantic Athletic Conference,72,233,R,R,Monmouth University,Metro Atlantic Athletic Conference,Canisius College_AT_Monmouth University_05/25/2018,2.33,38,2,0,0,0,3,1,73.0,1,1,0,90,94,5,2,0,1,83,85,4,1,1,1,81,84,8,3,3,2,,,,,,,55,,45,50,,50,60,,50,55,,50,4-Seam,Slider,Changeup,,"Large frame, thick lower half. Comes right after you. Can throw strikes with all 3 pitches. FB and CHG plus pitches. Shows good control. FB sits on 91-92 and topped at 94. CHG has good drop. Causes many swing and misses. In the last 2 seasons has 64 IP and has 83 SOs to 37 BB.",3077,"1,559",1,8795,45
03/03/2018,Mort,Zach,"Mort, Zach",Y,2,8,248,Cubs,P,,Jr.,Andrew LeMaster,George Mason University,Atlantic 10 Conference,73,195,R,R,Fairfield University,Metro Atlantic Athletic Conference,Fairfield University_AT_George Mason University_03/03/2018,5,,6,3,1,1,4,1,76.4,0,2,4,87,92,23,7,11,2,72,76,5,1,5,0,80,85,6,2,3,0,76,81,7,4,4,1,50,30,45,35,,45,55,40,55,45,,55,,,,,,874,134,7,7881,44
04/26/2018,Skubal,Tarik,"Skubal, Tarik",Y,2,9,255,Tigers,LHP,,RS-Jr.,Ben Pickett,Seattle University,Western Athletic Conference,75,225,L,L,"California State University, Bakersfield",Western Athletic Conference,"California State University, Bakersfield_AT_Seattle University_04/27/2018",7,103,7,5,0,1,8,9,66,3,2,2,88,94,24,2,0,4,73,76,13,2,0,2,,,,,,,,,,,,,50,50,,,,45,55,60,,,,50,4-seam,Curveball,,,,2713,1191,97,688,59
03/01/2018,Montes de Oca,Bryce,"Montes de Oca, Bryce",Y,2,9,260,Mets,P,,Jr.,Zach Tallevast,University of Missouri,Southeastern Conference,79,268,R,R,"University of Maryland, Baltimore County",America East Conference,"University of Maryland, Baltimore County_AT_University of Missouri_03/02/2018",7,,0,0,0,2,7,2,59,0,0,0,92,99,20,11,5,0,79,84,4,3,3,0,81,84,2,0,1,0,,,,,,,73,65,,68,,65,75,70,,69,,68,,,,,,733,259,57,1950,54
03/31/2018,Magee,Kevin,"Magee, Kevin",Y,2,9,265,Orioles,P,,Sr.,Dylan_Anderson,St. John's University,Big East,74,210,L,L,"University of Minnesota, Twin Cities",Big 10,"St. John's University_AT_University of Minnesota, Twin Cities_03/31/2018",5.67,,9,6,0,1,7,4,67.3,2,6,1,84,91,29,5,2,4,70,79,11,4,1,1,71,74,5,3,1,1,,,,,,,50,40,40,45,,40,50,40,50,50,,40,,,,,,2528,615,29,8654,42
04/13/2018,Walters,Jake,"Walters, Jake",Y,2,9,267,Marlins,P,,Sr.,Tyler Tumbleson,University of Alabama,SEC,72,200,R,R,Texas A&M,SEC,University of Alabama_AT_Texas A&M_04/13/2018,4.33,100,8,8,0,4,3,4,60,5,1,2,89,95,28,6,4,9,82,88,8,2,2,1,86,89,4,1,0,0,82,85,1,0,0,0,50,,40,35,40,35,50,,45,40,50,45,,,,,,1929,534,76,3204,46
03/09/2018,Sanburn,Chandler,"Sanburn, Chandler",Y,2,9,269,Rangers,P,,Sr.,Andrew Stockmann,Wichita State University,American Athletic Conference,74,195,R,R,University of Texas at Arlington,Sun Belt Conference,University of Texas at Arlington_AT_Wichita State University_03/10/2018,1,,0,0,0,0,2,0,66.7,0,0,0,93,96,3,1,0,0,82,82,1,0,0,1,,,,,,,,,,,,,65,50,,,,50,68,50,,,,55,,,,,,736,63,37,1387,44
04/07/2018,Vorhof,Mick,"Vorhof, Mick",Y,2,9,277,Yankees,P,,Sr.,Ryan Hutchison,Grand Canyon University,WAC,73,205,R,R,Utah Valley University,WAC,Utah Valley University_AT_Grand Canyon University_04/07/2018,1.33,,0,0,0,0,2,1,69.2,0,0,0,87,90,5,2,4,1,68,76,1,0,0,0,,,,,,,,,,,,,50,45,,0,,50,60,55,,0,,66,,,,,,1829,1638,11,7198,43
05/11/2018,Andrews,Tanner,"Andrews, Tanner",Y,2,10,297,Marlins,P,,Sr.,Charlie Riggs,Purdue University,Big 10,75,270,R,R,The Ohio State University,Big 10,Purdue University_AT_The Ohio State University_05/11/2018,6,97,9,4,0,3,9,6,64.9,3,3,3,83,94,26,1,0,0,77,83,21,3,3,0,,,,,,,,,,,,,50,,55,,,50,60,,60,,,55,2-Seam,Slider,,,,2129,98,93,3815,42
04/20/2018,Andrews,Tanner,"Andrews, Tanner",Y,2,10,297,Marlins,P,,Sr.,Duncan Wilson,Purdue University,Big 10,75,220,R,R,"University of Maryland, College Park",Big 10,"Purdue University_AT_University of Maryland, College Park_04/20/2018",7,114,11,1,0,2,5,6,65.79,6,3,2,85,94,30,9,1,10,70,78,15,3,3,4,79,83,7,3,0,2,,,,,,,40,30,,35,,35,50,50,,45,,45,,Curveball,Changeup,,,2129,773,21,7904,39
04/06/2018,Strong,Alan,"Strong, Alan",Y,2,10,300,Rays,P,,Sr.,Nathan Shisler,University of Nevada Las Vegas,Mountain West,75,195,R,R,West Virginia University,Big 12,"University of Nevada, Las Vegas_AT_West Virginia University_04/06/2018",6,,7,2,1,3,3,8,66,3,1,3,84,88,41,10,0,4,69,72,3,1,0,2,66,70,1,0,0,0,,,,,,,40,50,,30,,50,50,60,,35,,60,,,,,,1698,606,34,8274,46
04/26/2018,Strong,Alan,"Strong, Alan",Y,2,10,300,Rays,P,,Sr.,Scott Naughton,University of Nevada Las Vegas,Mountian West,75,195,R,R,San Diego State University,Mountain West,University of Nevada Las Vegas_AT_San Diego State University_04/27/2018,8,92,6,1,0,0,7,12,70,1,2,3,89,92,31,6,2,4,71,74,8,4,4,1,79,81,4,0,0,0,,,,,,,55,,40,45,,55,65,,50,55,,65,2-seam,Slider,Changeup,,"Great command, FB sat at 90 all game, breaking ball below average",1698,53,91,531,51
03/02/2018,Maciejewski,Josh,"Maciejewski, Josh",Y,2,10,307,Yankees,P,0,Sr,Maddy Craft,The University of North Carolina at Charlotte,Conference USA,75,210,L,L,Siena College,Metro Atlantic Athletic,SienaCollege_at_UniversityOfNorthCarolinaCharlotte,7,,3,0,0,2,7,5,59,1,0,2,87,94,21,1,1,5,83,87,14,5,0,4,74,81,12,6,1,3,,,,,,,60,50,50,,,55,60,55,55,,,60,,,,,,1246,505,75,1889,52
03/04/2018,Murphy,Kacey,"Murphy, Kacey",Y,3,11,315,Tigers,P,0,Jr.,M.Steward,University of Arkansas,SEC,72,200,L,L,USC,Pac-12,3,4,,5,1,0,2,2,5,67,3,0,3,86,91,23,4,0,3,77,81,3,0,0,0,80,84,1,0,0,0,,,,,,,45,,55,40,,60,50,,60,45,,65,,,,,,1249,65,17,2791,46
04/21/2018,Perkins,Jack,"Perkins, Jack",Y,3,11,317,Phillies,P,,Jr.,Joe Barbella,Stetson University,Atlantic Sun Conference,75,218,R,R,New Jersey Institute of Technology,Atlantic Sun Conference,Stetson University_AT_New Jersey Institute of Technology_04/21/2018,6.33,96,10,1,1,0,8,2,61,5,3,2,88,91,24,6,1,3,73,79,7,5,3,1,79,84,11,6,3,0,,,,,,,40,40,,45,,45,45,45,,50,,50,4-Seam,Curveball,Changeup,,,2619,1554,16,8708,46
02/24/2018,DeMers,Joe,"DeMers, Joe",Y,3,11,323,Athletics,P,,Jr,Ben Pickett,University of Washington,Pacific-12 Conference,74,230,R,R,"University of California, Riverside",Big West,"University of California, Riverside_AT_University of Washington",9,,,0,0,0,11,6,81.5,0,0,0,88,92,33,4,0,0,68,72,9,2,6,0,75,78,3,1,1,0,,,,,,,50,,55,35,,55,50,,55,35,,55,,,,,,795,5,39,1209,49
04/06/2018,DeMers,Joe,"DeMers, Joe",Y,3,11,323,Athletics,RHP,,Jr.,Ben Pickett,University of Washington,Pacific-12 Conference,74,230,R,R,East Carolina University,American Athletic Conference,East Carolina University_AT_University of Washington_04/07/2018,9,,5,0,0,0,4,12,73,1,3,1,85,89,22,5,0,5,70,72,6,4,3,1,78,80,0,0,0,0,,,,,,,40,,50,,,55,50,,50,40,,55,,,,,,795,615,29,3660,44
03/02/2018,Demers,Joe,"Demers, Joe",Y,3,11,323,Athletics,P,,Jr.,Dylan_Anderson,University of Washington,Pacific-12 Conference,74,235,R,R,Michigan State University,Big 10,University of Washington_AT_Michigan State University_03/02/2018,7.7,,5,2,0,0,14,4,70.7,2,1,2,86,92,43,5,0,5,66,76,7,1,1,0,72,78,2,2,1,0,84,88,2,0,0,0,40,40,,40,30,60,50,45,,45,40,60,,,,,,795,1246,72,997,46
02/22/2018,Conine,Brett,"Conine, Brett",Y,3,11,342,Astros,P,,Jr.,Doug Wyman,Cal State Fullerton,Big West,76,220,R,R,University of Houston,American Athletic Conference,University of Houston @ Cal State Fullerton,2,,2,1,0,1,5,1,65,2,0,0,88,91,20,4,0,2,77,80,4,2,2,0,,,,,,,,,,,,,50,60,,,,50,60,60,,,,,,,,,,730,662,50,1156,44
02/24/2018,Kolek,Stephen,"Kolek, Stephen",Y,3,11,344,Dodgers,P,,Jr.,Patrick Allen,Texas A&M,SEC,75,220,R,R,Cornell University,Ivy League,cornell University_AT_Texas A&M_2/25/2018,6,,3,1,0,3,5,7,53.1,0,1,2,88,93,22,5,2,1,83,88,10,1,2,0,75,78,2,2,2,0,,,,,,,40,,40,40,,30,45,,45,45,,45,,,,,,367,507,82,1222,40
02/15/2018,Kolek,Stephen,"Kolek, Stephen",Y,3,11,344,Dodgers,P,,Jr.,Patrick Allen,Texas A&M,SEC,75,220,R,R,University of Rhode Island,Atlantic 10,University of Rhode Island_AT_Texas A&M,5.7,,5,1,2,1,9,3,61.6,1,4,0,89,95,16,5,2,7,82,88,12,7,1,0,78,83,3,2,0,0,,,,,,,45,,45,35,,45,50,,50,40,,50,,,,,,367,1402,125,,45
04/07/2018,Allgeyer,Nick,"Allgeyer, Nick",Y,3,12,356,Blue Jays,P,,RS-Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,225,L,L,The Ohio State University,Big 10,The Ohio State University_AT_University of Iowa_04/07/2018,6,106,5,1,0,3,7,2,73,2,3,0,85,89,28,5,0,1,65,72,14,8,8,7,79,84,17,3,0,2,73,77,4,0,0,0,45,55,,45,45,45,50,60,,50,45,50,4-Seam,Curveball,Changeup,Slider,"Allegeyer put together another charateristic strong outing. He sat 87-89, touching 90 every now and again. His fastball has horizontal movement, going away from RHH. His weapon of the day was his slider. It comes in on RHH. His curve had more of an 11-5 shape today and hitters were making contact with it, albeit poor contact. His changeup was just average. Allgeyer has proven to be a good strike thrower and shows good command of his arsenal. He's worth a pick in the back end of the draft. (rds 11-35)",1303,575,30,693,47
04/27/2018,Allgeyer,Nick,"Allgeyer, Nick",Y,3,12,356,Blue Jays,P,,RS-Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,225,L,L,University of Michigan,Big 10,University of Michigan_AT_University of Iowa_04/27/2018,7,106,5,1,1,2,3,8,66,3,0,2,86,92,24,1,0,3,69,75,9,1,1,1,78,84,5,4,2,1,75,77,5,4,3,0,45,50,,45,50,45,50,55,,50,55,50,4-Seam,Curveball,Changeup,Slider,"Allegeyer put together another charateristic strong outing. He sat 87-89, touching 90 every now and again. His fastball has horizontal movement, going away from RHH. His weapon of the day was his slider. It comes in on RHH. His curve had more of an 11-5 shape today and hitters were making contact with it, albeit poor contact. His changeup was just average. Allgeyer has proven to be a good strike thrower and shows good command of his arsenal. He's worth a pick in the back end of the draft. (rds 11-35)",1303,575,30,693,48
03/17/2018,Allgeyer,Nick,"Allgeyer, Nick",Y,3,12,356,Blue Jays,P,,RS-Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,225,L,L,University of Evansville,Missouri Valley Conference,University of Evansville_AT_University of Iowa,6,,4,1,0,2,7,3,66.7,1,1,2,87,92,26,7,0,6,75,78,6,1,1,0,82,85,5,0,0,0,,,,,,,50,50,,45,,50,55,50,,45,,55,,,,,,1303,144,29,1739,47
05/04/2018,Allgeyer,Nick,"Allgeyer, Nick",Y,3,12,356,Blue Jays,P,,RS-Jr.,Anthony_Osnacz,University of Iowa,Big 10,75,225,L,L,Oklahoma State University,Big 12,Oklahoma State University_AT_University of Iowa_05/04/2018,6,100,9,6,0,1,1,800.00%,71.0,3,3,3,86,91,24,3,3,5,69,73,6,4,3,0,75,81,12,4,2,1,80,84,7,1,0,1,45,50,45,45,,45,50,55,50,50,,50,4-Seam,Curveball,Slider,Changeup,,1303,61,86,4109,46
